,indice_lote,PreC_VM,CP_VM,Peso_VM,Peso_min,Peso_max,Diametro_VM,Dureza_VM,Diametro_VM,friab
573,57,3.9,28.1,1018.6,1012.5,1031.2,5.7,9.3,21.02,0.0033
574,57,3.9,28.3,995.8,976.3,1014.7,5.64,7.3,21.04,0.0033
575,57,3.8,27.6,996.9,976.3,1010,5.63,7.7,21.04,0.0033
576,57,4,29,995.3,969.7,1008.5,5.62,7.5,21.04,0.0033
577,57,3.9,28.5,994.1,977,1013.7,5.62,7.3,21.04,0.0033
578,57,4,29.7,986.6,971.6,1007,5.58,7.2,21.04,0.0033
579,57,4.2,31.6,999.7,982.7,1010.1,5.63,7.6,21.04,0.0033
580,57,4.2,31,997.4,974.2,1019.2,5.63,7.5,21.04,0.0033
581,57,4.1,30.6,997.8,973.1,1016.5,5.62,7.5,21.04,0.0033
582,57,4.2,31.2,995.8,979,1011.2,5.62,7.8,21.04,0.0033
583,57,4.1,30.7,1000.4,983.9,1013,5.63,7.5,21.04,0.0033
584,57,4.1,31.2,1001.6,985.7,1017.5,5.63,7.6,21.04,0.0033
585,57,4.1,31.6,996.4,974.1,1013.6,5.61,7.7,21.04,0.0033
586,57,4.2,31.8,999.2,978.3,1016.1,5.63,7.4,21.03,0.0033
587,57,4.2,31.8,993,973.2,1009,5.59,7.8,21.04,0.0033
588,57,4.2,31.6,995.4,981.3,1014,5.59,7.9,21.05,0.0033
589,57,4.2,32.5,993.5,980.8,1011,5.59,8,21.04,0.0033
590,57,4.2,30.7,997.5,969.7,1031.2,5.62,7.7,21.04,0.0033
591,58,4.6,23.2,1005.9,987.1,1020.4,5.67,8.4,21.08,0.0033
592,58,4.3,23.9,995.9,982.6,1025.2,5.61,8.2,21.08,0.0033
593,58,4.6,25.7,1004,989.3,1024.1,5.63,8.6,21.08,0.0033
594,58,4.5,25.3,999.5,980.6,1016.3,5.61,8.5,21.08,0.0033
595,58,4.5,25.4,1001.1,982.9,1016.3,5.63,8.7,21.07,0.0033
596,58,4.6,26.6,1001.7,986.6,1019.4,5.62,8.5,21.08,0.0033
597,58,4.4,25.9,1001.6,987.6,1018.4,5.61,8.6,21.08,0.0033
598,58,4.6,26.4,1000.8,979.3,1016.3,5.61,8.6,21.07,0.0033
599,58,4.5,26.2,1000.5,985.5,1018.3,5.6,8.6,21.08,0.0033
600,58,4.6,27,1007.6,993,1024.1,5.63,8.9,21.07,0.0033
601,58,4.6,27.2,1002.5,986.5,1017.9,5.62,8.7,21.08,0.0033
602,58,4.5,26.7,999.4,977.4,1016.8,5.6,8.7,21.08,0.0033
603,58,4.4,26.1,999.3,982,1017.9,5.59,8.7,21.08,0.0033
604,58,4.6,27.3,1000.2,984.2,1019.8,5.6,9,21.07,0.0033
605,58,4.7,27.8,1001.9,980.7,1024.6,5.61,8.8,21.07,0.0033
606,58,4.6,27,1000,982.2,1013.8,5.59,9.4,21.08,0.0033
607,58,4.6,26.3,1001.4,977.4,1025.2,5.61,8.7,21.08,0.0033
608,60,4.9,20.8,1002.9,991.3,1023.2,5.66,6.2,21.09,0.0035
609,60,5,20.9,1001.1,981.4,1015.5,5.66,6,21.1,0.0035
610,60,6,20.9,996.3,988.9,1016.5,5.64,5.8,21.09,0.0035
611,60,6.2,21.7,1002.6,993.3,1016.2,5.65,6.3,21.09,0.0035
612,60,6.2,21.7,1002.6,979.6,1016.9,5.66,6.3,21.1,0.0035
613,60,6.6,22.8,1007.6,989.4,1023,5.67,6.6,21.09,0.0035
614,60,6.5,22.4,1004.7,993.4,1021.6,5.65,6.6,21.1,0.0035
615,60,6.4,22.1,1004,990.6,1015.8,5.65,6.4,21.09,0.0035
616,60,6.6,22.8,1000.6,988.9,1010.5,5.64,6.3,21.09,0.0035
617,60,6.4,22.2,1004.8,997,1014.7,5.65,6.4,21.1,0.0035
618,60,6.6,22.8,1004.7,993,1018.8,5.65,6.5,21.09,0.0035
619,60,6.6,22.9,1000.7,988.7,1016.3,5.64,6.3,21.09,0.0035
620,60,6.8,23.5,1005.4,987.8,1022.5,5.66,6.2,21.09,0.0035
621,60,6.8,23.2,1013.7,1002.6,1026,5.69,6.7,21.09,0.0035
622,60,6.7,23.5,1008.8,994.3,1028.8,5.67,6.4,21.09,0.0035
623,60,6.6,23,1004.3,990.6,1018.3,5.66,6.1,21.09,0.0035
624,60,7.2,25.1,1009.8,996,1021.9,5.67,6.2,21.09,0.0035
625,60,6.5,22.7,1004.4,979.6,1028.8,5.66,6.3,21.09,0.0035
626,40,3.98,23.69,1010.3,999.6,1018.1,5.66,11.3,21.11,0.0026
627,40,4.37,25.59,1002.1,976.5,1020.5,5.63,10.9,21.12,0.0026
628,40,3.71,22.89,997.8,975.1,1011,5.62,11.2,21.11,0.0026
629,40,3.9,24.77,1002.7,991,1011.7,5.63,11,21.11,0.0026
630,40,3.81,24.37,995.3,990.6,1003,5.61,11.3,21.11,0.0026
631,40,3.93,25.23,996.4,982.4,1003.4,5.6,10.9,21.11,0.0026
632,40,3.93,25.04,1000.5,993.9,1007.4,5.62,11.2,21.11,0.0026
633,40,3.99,24.81,1000.7,975.1,1020.5,5.62,11.1,21.11,0.0026
634,40,3.98,25.03,993.2,988.2,999,5.6,11.1,21.08,0.0026
635,40,4.09,26.8,1000.1,985.7,1006.3,5.62,11.3,21.08,0.0026
636,40,4.24,28.34,996.1,987.9,1007.3,5.59,12.4,21.08,0.0026
637,40,4.22,28.8,1000.4,993.8,1009.8,5.6,11.6,21.07,0.0026
638,40,4.14,27.17,994.6,990.9,1001.4,5.58,11.7,21.07,0.0026
639,40,4.19,27.69,988.1,974.7,996.7,5.58,11.1,21.08,0.0026
640,40,4.46,30.23,998.5,985,1006.4,5.59,11.8,21.07,0.0026
641,40,4.18,27.74,995.9,974.7,1009.8,5.59,11.6,21.08,0.0026
642,6,5.86,21.47,1001.3,975.2,1016.5,5.72,6,21.12,0.0033
643,6,5.97,22.03,997.4,978.3,1008.4,5.7,5.8,21.12,0.0033
644,6,5.77,21.62,1009.2,995.9,1023.2,5.73,6.1,21.12,0.0033
645,6,5.8,21.77,998.8,980.5,1014,5.71,5.8,21.12,0.0033
646,6,6.31,23.58,1004.4,984.9,1019.7,5.71,6.3,21.12,0.0033
647,6,6.61,24.7,1005.3,987.6,1018.2,5.7,6,21.12,0.0033
648,6,6.48,24.34,1004.5,981.9,1018.1,5.71,6,21.12,0.0033
649,6,6.11,22.66,1003,975.2,1023.2,5.71,6,21.12,0.0033
650,6,5.66,16.04,1000.3,970,1011.7,5.74,5.1,21.13,0.0033
651,6,5.62,15.84,999.2,971.4,1013.7,5.73,5.2,21.13,0.0033
652,6,6.61,18.29,1010.7,989.6,1021.9,5.76,5.5,21.13,0.0033
653,6,6.18,17.45,1001.8,978.4,1015,5.74,5.3,21.13,0.0033
654,6,6.53,18.27,1003.9,980.3,1017.1,5.73,5.5,21.13,0.0033
655,6,7.04,19.5,1009.8,985.3,1027.5,5.75,5.6,21.12,0.0033
656,6,6.52,18.55,1000.5,979.5,1019.5,5.72,5.4,21.12,0.0033
657,6,6.19,17.3,1003.7,970,1027.5,5.74,5.4,21.13,0.0033
658,22,9.93,20.33,999,981.3,1014.7,5.68,5.7,21.11,0.0038
659,22,10.45,20.64,998,986.8,1018.4,5.68,5.7,21.11,0.0038
660,22,10.54,20.89,993.4,975,1017.8,5.66,5.8,21.11,0.0038
661,22,8.88,18.78,1003.9,990.7,1019.5,5.69,6,21.1,0.0038
662,22,9.29,19.22,991.3,971.4,1012.4,5.65,5.9,21.1,0.0038
663,22,10.5,20.78,999.6,980.3,1012.7,5.68,6,21.11,0.0038
664,22,10.4,20.69,997.5,971.4,1019.5,5.67,5.9,21.11,0.0038
665,22,11.21,26.02,1006,978.3,1023.1,5.69,6.8,20.98,0.0038
666,22,11.54,26.84,1013.6,994.3,1029.6,5.71,6.7,20.98,0.0038
667,22,11.11,26.09,1001.9,979.6,1021.8,5.66,6.7,20.98,0.0038
668,22,10.89,25.63,1002.3,985.6,1025.3,5.65,6.7,20.98,0.0038
669,22,11.28,26.44,998.7,977.3,1018.5,5.64,6.7,20.98,0.0038
670,22,11.86,27.51,1000.6,982,1017.2,5.64,6.8,20.98,0.0038
671,22,11.45,26.7,1003.8,977.3,1029.6,5.67,6.7,20.98,0.0038
672,23,3.18,30.28,1014,993.9,1025.8,5.72,8.3,21.11,0.0037
673,23,2.91,29.37,997.4,977.6,1010.1,5.67,8.1,21.11,0.0037
674,23,2.22,28.29,999.7,978.4,1011.9,5.67,7.8,21.11,0.0037
675,23,2.31,28.82,998.3,979.5,1011.2,5.66,8,21.11,0.0037
676,23,2.58,29.24,996.9,978.5,1013.9,5.66,7.9,21.11,0.0037
677,23,2.57,28.84,997.4,978.5,1014.4,5.67,7.6,21.11,0.0037
678,23,2.56,28.55,1000.6,977.6,1025.8,5.68,7.9,21.11,0.0037
679,23,4.91,30.57,994.9,971.1,1008.2,5.64,7.7,20.98,0.0037
680,23,4.36,30.34,991.1,975.3,1009.2,5.63,7.6,20.99,0.0037
681,23,4.19,29.84,991.7,970.7,1008.9,5.64,7.5,20.98,0.0037
682,23,4.37,29.74,994.3,972.1,1013,5.65,7.9,20.98,0.0037
683,23,4.2,30.59,1004.6,984.8,1023.3,5.69,7.8,20.98,0.0037
684,23,4.12,29.02,1008.1,983.6,1026.4,5.71,8.1,20.98,0.0037
685,23,4.22,30.01,997.4,970.7,1026.4,5.66,7.8,20.98,0.0037
686,24,9.97,32.31,1000,986,1010.3,5.65,7.5,21.1,0.0026
687,24,10.18,32.84,998.6,978.5,1012.3,5.64,7.4,21.1,0.0026
688,24,11.71,33.04,1004,983,1014.5,5.66,7.4,21.1,0.0026
689,24,11.13,32.62,1002.3,978.1,1019,5.65,7.4,21.1,0.0026
690,24,11,32.72,997.1,978.2,1013.2,5.64,6.9,21.1,0.0026
691,24,11.36,33.25,992,969.7,1011,5.61,7.3,21.1,0.0026
692,24,10.83,32.81,999,969.7,1019,5.64,7.3,21.1,0.0026
693,24,9.53,32.53,998.7,980.1,1012.4,5.64,7.4,20.98,0.0026
694,24,8.97,31.45,995,976.2,1015.3,5.62,7.6,20.97,0.0026
695,24,9.55,32.9,1000.1,982.1,1024.3,5.63,7.9,20.97,0.0026
696,24,10.32,35,992.2,969.8,1011.2,5.6,7.8,20.98,0.0026
697,24,10.17,34.45,995.1,976.1,1013.2,5.6,8.1,20.98,0.0026
698,24,10.29,34.5,998.5,978.3,1019.1,5.61,7.9,20.97,0.0026
699,24,9.81,33.64,996.6,969.8,1024.3,5.62,7.8,20.97,0.0026
700,25,8.18,32.52,1017.2,997,1029.7,5.75,6.5,21.11,0.0065
701,25,7.23,33.85,1002.1,988.3,1015.5,5.69,6.2,21.11,0.0065
702,25,6.28,32.19,995.6,975.8,1006.7,5.67,6.1,21.11,0.0065
703,25,6.58,33.18,1000.8,979.7,1012.9,5.68,6.2,21.11,0.0065
704,25,6.75,33.4,996.1,975.3,1012.4,5.66,5.9,21.11,0.0065
705,25,6.8,33.02,1002.3,975.3,1029.7,5.69,6.2,21.11,0.0065
706,25,8.69,37.04,1010.4,985.1,1024.8,5.71,6.6,20.98,0.0065
707,25,7.93,35.31,1008.2,988.4,1023,5.71,6.5,20.98,0.0065
708,25,7.8,35.46,998.4,975.4,1013.8,5.66,6.5,20.98,0.0065
709,25,7.51,34.95,990.1,972.1,1004.7,5.62,6.4,20.98,0.0065
710,25,7.41,34.46,1000.5,975.6,1026.8,5.64,7.7,20.98,0.0065
711,25,7.78,35.05,1001.5,972.1,1026.8,5.67,6.7,20.98,0.0065
712,26,8.84,27.04,1004.7,988,1016.7,5.69,5.7,21.11,0.0058
713,26,7.5,27.06,1004.6,987.1,1017.1,5.68,5.7,21.12,0.0058
714,26,7.92,29.3,1005.9,982.8,1019.3,5.69,5.5,21.11,0.0058
715,26,8.18,30.11,1006.5,994.1,1018.3,5.68,5.5,21.12,0.0058
716,26,8.26,30.59,1005.8,991.3,1021.7,5.68,5.7,21.12,0.0058
717,26,8.69,30.56,1000.6,981.9,1015.6,5.67,5.3,21.12,0.0058
718,26,7.85,28.6,1004.7,981.9,1021.7,5.68,5.6,21.12,0.0058
719,26,6.43,31.72,1001.6,984.6,1019.6,5.67,6,20.98,0.0058
720,26,6.35,32.16,1005.7,989.6,1021.6,5.7,5.8,20.98,0.0058
721,26,6.47,32.86,1002.4,979.5,1018.9,5.68,6,20.98,0.0058
722,26,6.44,33.36,998.4,976.8,1015.3,5.65,6.1,20.99,0.0058
723,26,6.69,33.55,1004.5,982.2,1019.4,5.68,6.4,20.98,0.0058
724,26,6.36,32.23,1003.8,978.4,1019.3,5.68,6.3,20.98,0.0058
725,26,6.3,32.15,1002.7,976.8,1021.6,5.68,6.1,20.98,0.0058
726,43,5.16,26.59,1005.4,994.9,1015,5.74,6.6,21.02,0.0051
727,43,5.4,28.92,998,983.9,1009.7,5.7,6,21.02,0.0051
728,43,5.54,29.32,1004,991.1,1016.5,5.71,6.8,21.02,0.0051
729,43,4.97,28.71,994.8,981.4,1005.5,5.67,7.2,21.02,0.0051
730,43,5.26,28.73,1000.8,977.6,1016.6,5.69,7.3,21.02,0.0051
731,43,5.45,28.83,1003.5,981.9,1019.8,5.7,7.4,21.02,0.0051
732,43,5.31,28.93,1001.1,977.6,1019.8,5.7,6.9,21.02,0.0051
733,43,5.1,24.84,1008.9,995.7,1019.8,5.76,6.7,21.1,0.0051
734,43,4.99,26.14,1006.4,996.2,1015.9,5.73,6.2,21.1,0.0051
735,43,5.1,24.84,1008.9,995.7,1019.8,5.76,6.7,21.1,0.0051
736,43,4.99,26.14,1006.4,996.2,1015.9,5.73,6.2,21.1,0.0051
737,43,5.14,28.15,997.9,970.8,1013.4,5.68,6.7,21.1,0.0051
738,43,5.42,27.99,1001.2,973.9,1014.8,5.69,7,21.1,0.0051
739,43,5.5,27.99,1001.6,981.7,1019.3,5.69,7.2,21.1,0.0051
740,43,5.54,27.35,1002.3,981,1017.3,5.68,7.1,21.1,0.0051
741,43,5.41,27.76,1003.1,970.8,1019.8,5.71,6.8,21.1,0.0051
742,44,4.47,31.48,1000.9,985.8,1012.4,5.68,7.4,21.01,0.004
743,44,4.26,30.66,996.4,980.4,1008.5,5.66,7,21.01,0.004
744,44,4.86,31.32,1004.5,983.4,1019.7,5.69,7,21.01,0.004
745,44,4.85,32.02,1001.5,980.3,1015.9,5.68,6.8,21.01,0.004
746,44,4.41,30.7,1002.3,989.8,1015,5.68,7.4,21.01,0.004
747,44,4.81,32.87,992,971.1,1003.8,5.65,6.8,21.01,0.004
748,44,4.73,32.5,1002.9,987.8,1013.4,5.68,7.2,21.01,0.004
749,44,4.72,31.91,1000.1,971.1,1019.7,5.67,7.1,21.01,0.004
750,44,4.64,29.06,1001.3,986.5,1014.2,5.66,7,21.09,0.004
751,44,5,29.02,998.7,978.7,1011.3,5.65,7.1,21.09,0.004
752,44,5.06,29.42,1007.4,981.4,1026.6,5.7,6.9,21.09,0.004
753,44,4.87,28.97,999.2,980.2,1020,5.66,7,21.09,0.004
754,44,5.16,28.85,1011.1,989.9,1025.7,5.7,7.4,21.09,0.004
755,44,5.2,28.58,1000.2,981.4,1016.8,5.66,7.2,21.09,0.004
756,44,5.42,29.1,1001.6,978,1016.6,5.66,7.3,21.09,0.004
757,44,5.04,28.82,1002.8,978,1026.6,5.67,7.1,21.09,0.004
758,45,5.1,31.98,1000.6,980.7,1015.3,5.71,6.1,21.01,0.0039
759,45,4.88,31.56,1004,982.7,1017.2,5.71,6.5,21.01,0.0039
760,45,4.82,31.75,1001.3,981.4,1013.6,5.7,6.3,21.01,0.0039
761,45,4.85,31.64,993.2,972.4,1010,5.68,6.2,21.01,0.0039
762,45,5.03,32.75,992,972.9,1005.3,5.67,6,21.01,0.0039
763,45,4.74,30.95,999.2,983.1,1009.8,5.69,6.3,21.02,0.0039
764,45,4.96,32.01,998.4,972.4,1017.2,5.69,6.2,21.01,0.0039
765,45,5.64,30.59,1010.7,995.4,1025.1,5.72,6.2,21.09,0.0039
766,45,5.33,30.52,1008.2,986.7,1023.5,5.71,6.4,21.09,0.0039
767,45,5.22,30.37,1000.4,981.8,1017.6,5.68,6.2,21.09,0.0039
768,45,5.3,31.16,994.5,973.3,1011.1,5.66,6.2,21.09,0.0039
769,45,5.56,31.47,990.8,971.5,1007.3,5.65,5.9,21.09,0.0039
770,45,5.5,30.92,999.5,976.2,1018.4,5.67,6,21.09,0.0039
771,45,5.49,31.02,1000.7,971.5,1025.1,5.68,6.1,21.09,0.0039
772,55,4.7,46.4,1000.2,978.9,1020.5,5.57,8.3,21.06,0.0025
773,55,4.7,47.4,997.9,972.7,1017.6,5.56,8.5,21.06,0.0025
774,55,4,49.5,995.4,980.6,1010.4,5.54,8.6,21.06,0.0025
775,55,4.2,50.2,1001.6,984.8,1017.5,5.56,8.9,21.06,0.0025
776,55,4.2,50.1,1000.3,983.1,1028.3,5.58,8.5,21.06,0.0025
777,55,4.5,50.4,1008.1,992.5,1025.4,5.6,8.8,21.07,0.0025
778,55,4.5,49.1,1007.6,988,1028,5.61,8.7,21.07,0.0025
779,55,4.5,49.4,1005.4,978.1,1026.8,5.59,9.2,21.07,0.0025
780,55,4,49.4,1007,983.2,1028.2,5.62,8.6,21.07,0.0025
781,55,3.8,49.3,991.3,971.9,1014.9,5.54,8.7,21.07,0.0025
782,55,4.2,49.2,1010.4,985.9,1033.3,5.62,8.9,21.07,0.0025
783,55,3.3,49.1,1003.8,982.3,1030.5,5.62,8.3,21.07,0.0025
784,55,3.2,49,1001.6,983.6,1024.4,5.61,8.1,21.06,0.0025
785,55,3.2,48.4,994.9,970.9,1018.5,5.58,8.2,21.07,0.0025
786,56,1.7,49.7,1001.1,976.6,1021.2,5.62,9.2,21.04,0.0036
787,56,2.7,53.4,1006.9,994.4,1020.9,5.69,7.6,21.03,0.0036
788,56,2.7,55.2,1004.2,985.9,1023.4,5.66,7.5,21.04,0.0036
789,56,2.5,55,994.8,969.4,1015.6,5.61,7.7,21.04,0.0036
790,56,2.5,57.7,996.4,974.9,1010.7,5.61,7.7,21.03,0.0036
791,56,2.8,64.7,1003.9,988.6,1019.9,5.65,7.7,21.03,0.0036
792,56,2.9,65.8,994.3,974.9,1018.4,5.61,7.7,21.03,0.0036
793,56,2.8,68.4,997.6,973,1011.3,5.64,7.5,21.03,0.0036
794,56,3.3,70.7,1004.9,982.2,1020.9,5.66,7.8,21.03,0.0036
795,56,4.2,32,997.7,973.7,1017.2,5.61,8.7,21.04,0.0036
796,56,4.4,33,1005,983.8,1027.2,5.65,8.9,21.04,0.0036
797,56,4.4,35.9,998.4,980.1,1010.7,5.61,8.7,21.04,0.0036
798,56,4.6,37,1007.6,982.2,1032.4,5.65,9.1,21.04,0.0036
799,56,4.8,36.8,1002.4,987.1,1020.5,5.62,8.7,21.04,0.0036
800,56,4.8,36.9,1012,994.8,1029.6,5.66,9.2,21.04,0.0036
801,56,5,37.2,1006.7,991.4,1027.2,5.63,9.4,21.04,0.0036
802,56,5.5,35.2,1011.5,993.7,1030.2,5.65,9.9,21.04,0.0036
803,56,3.7,50.4,1002.7,969.4,1032.4,5.64,8.4,21.04,0.0036
804,16,9.84,44.58,1014.1,1007.5,1018.5,5.65,8.9,21.11,0.0043
805,16,8.92,31.34,1006.4,996.4,1014.8,5.66,7.5,21.12,0.0043
806,16,9.2,31.81,1002.9,986.4,1016.3,5.65,7.2,21.12,0.0043
807,16,9.66,33.15,1006.5,979,1018.8,5.67,7,21.12,0.0043
808,16,9.9,32.82,1008.5,991.3,1021.9,5.68,7.3,21.12,0.0043
809,16,10.23,33.76,1010.5,985.1,1024.1,5.68,6.9,21.12,0.0043
810,16,9.5,32.84,1008.2,979,1024.1,5.67,7.5,21.12,0.0043
811,16,8.47,58.16,1012.1,1001.5,1022.6,5.64,9.3,21.1,0.0043
812,16,8.01,49.45,1009.3,997.6,1018.7,5.64,8.5,21.11,0.0043
813,16,7.94,48.6,1008.2,983.9,1019.7,5.64,8.3,21.12,0.0043
814,16,8.11,49.95,1001,972.8,1012.7,5.62,7.7,21.11,0.0043
815,16,8.41,49.67,1006,981.4,1018.6,5.64,7.9,21.11,0.0043
816,16,8.86,49.24,1011.2,984.4,1022.2,5.66,8.1,21.11,0.0043
817,16,8.25,49.78,1008,972.8,1022.6,5.64,8.3,21.11,0.0043
818,15,7.44,35.94,999.5,982,1012.9,5.62,6.7,21.12,0.0033
819,15,6.89,35.88,997.6,982.8,1012.9,5.62,7,21.12,0.0033
820,15,4.7,31.54,1010.2,985.6,1022.7,5.66,6.7,21.12,0.0033
821,15,5.45,35.52,993.5,970.8,1007.3,5.6,6.4,21.12,0.0033
822,15,5.86,36.28,995.5,979.3,1006.5,5.61,6.5,21.12,0.0033
823,15,5.44,34.47,1001.4,979.9,1012.4,5.63,7,21.12,0.0033
824,15,5.59,35,1000,973.3,1010,5.63,6.2,21.12,0.0033
825,15,5.89,35.4,999.7,970.8,1022.7,5.62,6.6,21.12,0.0033
826,15,6.57,44.02,1007.1,986.9,1021.2,5.63,6.5,21.11,0.0033
827,15,5.86,45.15,1001.2,981.1,1016.2,5.6,6.8,21.11,0.0033
828,15,4.76,43.02,993.4,972,1007,5.58,6.6,21.11,0.0033
829,15,5.16,44.77,1001,987.1,1012.9,5.63,6.2,21.11,0.0033
830,15,5.21,44.62,1002.1,978.8,1015.7,5.62,6.3,21.1,0.0033
831,15,5.14,44.06,994.8,972.4,1008.5,5.6,6.1,21.11,0.0033
832,15,5.22,46.39,993.8,962.6,1008.5,5.58,6.4,21.11,0.0033
833,12,5.32,44.26,999,962.6,1021.2,5.61,6.4,21.11,0.0054
834,12,18.11,40.08,1011.1,990.7,1026.5,5.71,5.3,21.12,0.0054
835,12,16.76,40.08,1004.1,987,1015.5,5.68,5.4,21.12,0.0054
836,12,19.27,39.69,1011.1,993.4,1026.1,5.71,5.3,21.12,0.0054
837,12,19.16,39.17,1010.6,996.2,1021,5.71,5.2,21.12,0.0054
838,12,19.04,38.6,1006.5,992.3,1018.7,5.7,5,21.12,0.0054
839,12,20.02,38.86,1002.7,983.4,1023.1,5.69,4.8,21.12,0.0054
840,12,18.58,39.23,1007.7,983.4,1026.5,5.7,5.2,21.11,0.0054
841,12,13.37,47.23,1003.5,988.9,1013.9,5.65,5.9,21.11,0.0054
842,12,13.51,47.46,997,977,1009.8,5.61,5.8,21.12,0.0054
843,12,14.98,47.67,1010.9,996.2,1022.8,5.68,5.9,21.12,0.0054
844,12,14.63,46.96,1006.7,990.5,1015.3,5.66,5.6,21.12,0.0054
845,12,14.78,47.1,1001.4,981.2,1013.9,5.63,5.6,21.11,0.0054
846,12,14.96,47.35,999.9,978.5,1013.7,5.64,5.4,21.12,0.0054
847,12,14.48,47.46,1003.2,977,1022.8,5.65,5.7,21.11,0.0054
848,13,16.24,35.46,1010.8,991.1,1026.6,5.7,6.5,21.11,0.0032
849,13,11.7,38.63,999.9,981.9,1011.9,5.66,6.7,21.11,0.0032
850,13,9.64,40.34,997.6,974.6,1009.4,5.65,6.7,21.11,0.0032
851,13,9.12,39.45,1002.3,981.4,1013.5,5.67,6.7,21.11,0.0032
852,13,9.53,40.57,1001.2,984.2,1020.9,5.65,6.9,21.11,0.0032
853,13,9.8,41.09,1006.3,985.9,1020.3,5.67,7,21.11,0.0032
854,13,10.95,39.33,1003,974.6,1026.6,5.67,6.8,21.11,0.0032
855,13,14.57,45.36,998.1,976,1008.4,5.61,7.4,21.11,0.0032
856,13,11.31,47.49,1003.6,979.2,1018.2,5.63,7.3,21.11,0.0032
857,13,9.61,47.7,1001,982.6,1012.6,5.62,7.3,21.11,0.0032
858,13,9.84,42.96,1003.1,987.2,1012.2,5.64,6.8,21.11,0.0032
859,13,10.31,44.59,1005.6,985.8,1017,5.64,7.3,21.11,0.0032
860,13,9.62,42.74,1003.5,982,1017,5.62,7.6,21.11,0.0032
861,13,10.81,44.71,1002.5,976,1018.2,5.63,7.3,21.11,0.0032
862,14,8.07,38.41,1018.7,1007,1029.9,5.74,5.9,21.11,0.0062
863,14,7.79,38.31,1011.3,997.4,1021,5.69,6,21.11,0.0062
864,14,7.88,38.52,1000.9,989.3,1015.4,5.65,6,21.11,0.0062
865,14,7.9,39.4,997.6,979.8,1009.2,5.65,5.8,21.11,0.0062
866,14,7.88,39.81,1000.8,990.8,1013.6,5.66,5.8,21.11,0.0062
867,14,8.27,38.96,1001.7,988.4,1015.1,5.66,5.8,21.11,0.0062
868,14,8.5,39.76,1001.2,983.8,1016.7,5.66,5.7,21.11,0.0062
869,14,7.95,39.1,1004.6,979.8,1029.9,5.67,5.9,21.11,0.0062
870,14,5.78,45.7,999.6,991,1007.5,5.63,5.9,21.1,0.0062
871,14,6.25,46.55,1011,998.2,1021.1,5.67,6.1,21.1,0.0062
872,14,6.47,47.99,998.5,988.9,1009.4,5.61,6.3,21.1,0.0062
873,14,6.14,48.11,996.8,987.8,1007.8,5.61,6.1,21.1,0.0062
874,14,6.11,47.72,989,970.3,997.3,5.58,5.8,21.1,0.0062
875,14,6.91,48.07,996.2,973.1,1007.5,5.62,5.8,21.1,0.0062
876,14,7.27,48.36,999.1,982,1006.7,5.63,5.9,21.1,0.0062
877,14,6.37,47.53,998.6,970.3,1021.1,5.62,6,21.1,0.0062
878,51,3.34,24.2,1000.3,993.8,1007,5.63,11.4,21.11,0.0042
879,51,3.74,25.85,1014.1,1009.9,1020.1,5.66,11.7,21.11,0.0042
880,51,3.44,25.27,1004.4,999.3,1012,5.63,11.4,21.11,0.0042
881,51,3.62,26.97,1012.2,1005,1017.8,5.65,11.7,21.11,0.0042
882,51,3.81,26.85,1007.7,987.4,1016.3,5.64,11.5,21.11,0.0042
883,51,3.89,26.96,1007.3,1002,1013.4,5.64,11.2,21.11,0.0042
884,51,3.57,25.46,1011.3,988.1,1021.2,5.65,11.3,21.11,0.0042
885,51,3.8,26.55,1006.6,995,1012.5,5.64,11.8,21.11,0.0042
886,51,3.78,27.35,1000,989.2,1003.4,5.62,10.8,21.11,0.0042
887,51,3.74,27.12,1003.3,973.2,1013,5.62,11.1,21.11,0.0042
888,51,3.63,26.48,1001.6,992.3,1007.9,5.61,11,21.11,0.0042
889,51,3.61,27.79,997.1,989.9,1006.9,5.6,11.1,21.11,0.0042
890,51,3.63,26.13,1005.5,973.2,1021.2,5.63,11.3,21.11,0.0042
891,51,5.48,29.37,999.9,987.3,1009.3,5.58,12.1,21.1,0.0042
892,51,5.04,28.05,990,981.9,993.8,5.56,11.2,21.11,0.0042
893,51,4.9,26.92,999.8,985,1010,5.59,11.9,21.1,0.0042
894,51,5.04,27.67,998.4,990.7,1005.2,5.59,11.9,21.1,0.0042
895,51,5.27,26.16,1020,1011.2,1029.3,5.67,12.8,21.1,0.0042
896,51,5.73,28.01,997.9,991,1001.1,5.58,11.6,21.11,0.0042
897,51,4.92,26.86,1002.9,996.8,1007.1,5.6,11.9,21.1,0.0042
898,51,4.99,26.82,1001.6,995.1,1008.9,5.59,11.3,21.1,0.0042
899,51,4.97,26.97,1003.1,991.4,1010.2,5.6,11.8,21.1,0.0042
900,51,5.75,30.6,995.7,985.1,1006.6,5.58,11.3,21.1,0.0042
901,51,4.82,26.49,986.8,973.2,1005.2,5.54,11.1,21.11,0.0042
902,51,5.38,27.65,1004.8,995.9,1012,5.6,11.8,21.1,0.0042
903,51,5.18,27.26,1000.1,973.2,1029.3,5.59,11.7,21.1,0.0042
904,52,4.28,26.15,1011.2,1004.4,1019.5,5.67,12.2,21.1,0.0046
905,52,4.37,28.39,1006.5,998.9,1015.2,5.64,12.1,21.11,0.0046
906,52,4.07,27.2,1002.5,991.7,1010.6,5.62,12.3,21.1,0.0046
